"","x"
"2483","Cum e marfa, şi muşteriul."
"2484","Cum e ciobanul, aşa-i şi turma."
"2485","Cu meşteşugul nu mori de foame."
"2486","Cu păcurarul când trăieşti, trebuie să te mânjeşti."
"2487","Cu şederea nu faci averea."
"2488","De-ar fi după gura ciobanului, toate oile le-ar mânca lupul."
"2489","De câştigi, de păgubeşti, tot negustor te numeşti."
"2490","Decât zece treburi şi rele, mai bine una şi bună."
"2491","De mocanul care face multe mătănii, fereşte-ţi calul."
"2492","De muncit nu cade coada nimănui."
"2493","Deşi trudeşte, pe vânt nu-l întrece."
"2494","Din bucăţele, cojocarul blană mare face."
"2495","Doctorul cu o buruiană, cea mai mare boală o scoate afară."
"2496","Doctorul scurtează boala."
"2497","Fără topor nu-i tâmplar, fără lopată nu-i grădinar."
"2498","Hărnicia poartă gospodăria."
"2499","În casa lăutarului fiecare joacă."
"2500","La treabă se vede omul ce poate."
"2501","La vânători, sărăcia le roade opincile."
"2502","Lăutarul cântă mai bine când îşi cântă lui."
"2503","Lăutarul coarde vede, coarde visează."
"2504","Lucrul bine început e pe jumătate făcut."
"2505","Lucrul bun nu se întreabă în cât timp e făcut."
"2506","Lucrul de azi să-l faci azi, da' mâncarea de azi poţi s-o laşi pe mâine."
"2507","Lucrul de dimineaţă îţi face faţă."
"2508","Lucrul de tovărăşie miroase a sărăcie."
"2509","Lucrul făcut în grabă nu-i de nicio treabă."
"2510","Lucrul făcut nu se mai poate desface."
"2511","Lucrul lăsat de azi pe mâine aşa rămâne."
"2512","Lucrul lungeşte viaţa, iar lenea o scurtează."
"2513","Lucrul merge strună."
"2514","Mai bine cu sapa-n mână decât cu mâna-ntinsă la milă."
"2515","Mărgăritarul îl cunoaşte giuvaiergiul, nu fierarul."
"2516","Mâini multe fac sarcina uşoară."
"2517","Meseria nu cere de mâncare."
"2518","Meşterul cel bun umblă ca banul din mână în mână."
"2519","Meşterul strică şi drege de frică."
"2520","Meşteşugul e brăţară de aur şi gâtul - pâlnie de argint."
"2521","Munca aduce bogăţie, iar lenea — sărăcie."
"2522","Munca arată destoinicia omului, ca focul - mirosul tămâiei."
"2523","Munca, când ţi-o cauţi bine, e şi Dumnezeu cu tine."
"2524","Munca, cinstea şi economia sunt izvor de bogăţie."
"2525","Munca e blagoslovită — când te ţii de ea, ai pită."
"2526","Munca îl încoronează pe cel ce o cinsteşte."
"2527","Munca înalţă pe om."
"2528","Munca ne scapă de trei mari rele: de urât, de fapte rele şi de neavere."
"2529","Munca şi cruţarea sunt izvoarele bogăţiei."
"2530","Munca şi economia izgonesc sărăcia."
"2531","Munca te întăreşte, iar lenea te ofileşte."
"2532","Munca te ridică, lenea te strică."
"2533","Munceşti astăzi ca să mănânci mâine."
"2534","Există şi muncitori cu gura."
"2535","N-are să-mi ia meseria din mână."
"2536","Nădejdea fără muncă e ca fântâna fără apă."
"2537","Negustorul fricos nu face câştig."
"2538","Nicio muncă nu-i mai grea ca vara cu coasa rea."
"2539","Nici pâine fără muncă, nici muncă fără pâine."
"2540","Niciun lucru nu-i greu când îl faci din cheful tău."
"2541","Nimeni nu se naşte meşter."
"2542","Numai cine se fereşte de trudă nu asudă."
"2543","Nu munca, ci necazurile îl îmbătrânesc pe om."
"2544","Olarul pune toarta unde îi vine."
"2545","O meserie plăteşte cât o moşie şi gâtul - cât o vie."
"2546","Omul care munceşte mănâncă şi gras şi dulcişor."
"2547","Omul deprins a face un lucru bun, nu ştie a lucra prost."
"2548","Vânătorul îşi pregăteşte arma de cu seară."
"2549","A făgăduit munţi de aur."
"2550","Orice fel de meserie nu-i rău omul ca s-o ştie."
"2551","Orice slujbă cere cinstea ei."
"2552","Până nu tragi râşniţa, nu-ţi ungi gâtiţa."
"2553","Plugul când taie adânc, pământul îşi deschide sânul."
"2554","Rana dogarului în capul ciocanului."
"2555","Silinţa ţese pânza, iar lenea pierde vremea."
"2556","Şapte lei suta de raci şi pescarii tot săraci."
"2557","Ştie ciobanul ce înseamnă banul."
"2558","Şi cel mai bun cărăuş răstoarnă carul pe cel mai bun drum."
"2559","Unul adună, altul risipeşte."
"2560","Tot ce-mi place, fac cum se cade; tot ce nu — din mâini îmi cade."
"2561","Urât meşter a croit-o, rău ciocan a ciocănit-o."
"2562","Vai de turma fără păstori!"
"2563","Vânător cu punga lungă şi fără parale în pungă."
"2564","Vânătorul, dacă ar şti unde-i iepurele, nu l-ar căuta."
"2565","A fost o dată la moară şi de două ori la râşniţă."
"2566","Banul muncit nu se pierde."
"2567","Altă făină se macină acum la moară."
"2568","Aluatul cât de mic, toată frământătura o dospeşte."
"2569","Am văzut mai multe ciocane frânte decât nicovale sparte."
"2570","A luat cheia, dar lăcata a rămas."
"2571","Arvuna te leagă şi plata te scapă."
"2572","Averea e ca o baltă, cum îi faci un şănţuleţ, toată se scurge."
"2573","Banii îi găseşti în drum şi tot trebuie să-i numeri."
"2574","Banii înşală ochii."
"2575","Banii învie morţii."
"2576","Banii mei şi ai tăi stau în cui."
"2577","Banii nu cer de mâncare."
"2578","Banii pe om îl învaţă ce să facă-n viaţă."
"2579","Baniţa nu se umple cu vorbe."
"2580","Banul ascuns în pământ nici creşte, nici rodeşte."
"2581","Banul deschide uşile fără chei."
"2582","Banul face omenia, banul face ruşinea."
"2583","Banul e cu două feţe."
"2584","Banul întunecă şi cea mai ageră minte."
"2585","Banul muncit nu se prăpădeşte."
"2586","Bate apă în piuă să se aleagă unt."
"2587","Băţul scurt se rupe greu."
"2588","Blidul gol se ia la bătaie cu lingura."
"2589","Bună cuşmă, dar nu-i nimeni sub dânsa."
"2590","Bun ciocan te-a ciocănit, că frumos te-a potrivit."
"2591","Butea îţi dă vinul ce are într-însa."
"2592","Butoiul cu paharul se deşartă."
"2593","Butoiul plin nu hodorogeşte."
"2594","Buţile goale mai mult zgomot fac."
"2595","Calea bătută este cea mai scurtă."
"2596","Carboava nu-i carboavă fără câteva copeici."
"2597","Carul care scârţâie, acela ţine mai mult."
"2598","Carul gol hodorogeşte."
"2599","Carul plin merge încet, cel deşert aleargă şuchet."
"2600","Cămaşa cât de proastă, acoperă ruşinea."
"2601","Cărbunele, ca să trăiască, în cenuşă se-nveleşte."
"2602","Când clopotul cel mai mare se trage, celelalte nu se mai aud."
"2603","Când îţi intră paraua în mână, leag-o cu zece noduri."
"2604","Când se ridică şaua, se văd coastele."
"2605","Câştigul şi paguba — fraţi de cruce."
"2606","Ce e în guşă — şi după uşă."
"2607","Cei mai răi bani sunt cei neîntrebuinţaţi."
"2608","Ce-i scris cu peniţa nu se taie cu bărdiţa."
"2609","Cheia umblată nu rugineşte."
"2610","Cine are piper mult, pune şi în mămăligă."
"2611","Cine bate fierul rece, nimic nu foloseşte."
"2612","Cine vrea să mănânce miezul, trebuie mai întâi să spargă coaja."
"2613","Ciocanul fără gălăgie niciun lucru nu săvârşeşte."
"2614","Coasa rea, cosaşul rău, baterea lui Dumnezeu."
"2615","C-o picătură ce cură, butea se umple până-n gură."
"2616","Corabia mare, şi valuri mari o bat."
"2617","Caută nod în papură şi pete-n soare."
"2618","Caută potcoave de cai morţi."
"2619","Cu bani găseşti şi lapte de pasăre."
"2620","Nesocotitul vinde via pe stafide."
"2621","Cu o scânteie casa nu vei lumina."
"2622","Cot de-un ort şi aţă de-un zlot."
"2623","Cu acul le strânge şi cu lopata le risipeşte."
"2624","A făgăduit câte-n lună şi-n soare."
"2625","Nasul sfor, iar maţul gol."
"2626","Mamă soacră, poamă acră, de te-ai coace cât te-ai coace, dulce tot nu te-ai mai face."
"2627","Stomacul e ca moara: când n-are ce măcina, atunci se strică."
"2628","Cu resteu la brâu nu se poate face nimic."
"2629","Cutea vârtoasă nu se teme de coasă."
"2630","Dacă e să te frigi, apoi să te frigi măcar cu o ciorbă bună."
"2631","Dacă se taie hrinca de la pâine, înapoi n-o mai lipeşti."
"2632","D-aia nu-mi fierbe mie oala în vatră."
"2633","Dai cu baniţa şi scoţi cu lingura."
"2634","De când n-am văzut paraua, am uitat cum e turaua."
"2635","Drumul bun face carul mai uşor."
"2636","După arc, şi săgeată."
"2637","După ce răstoarnă carul, atunci vede drumul cel bun."
"2638","După oală, şi capac."
"2639","După ploaie vine şi el cu ipingeaua."
"2640","După sac — şi petec."
"2641","E lesne a zice ""plăcintă"", dar e mult până se face."
"2642","Face vânt carului la vale."
"2643","Fân bun din iarbă proastă e anevoie a căpăta."
"2644","Ferestrele au ochi, iar pereţii — urechi."
"2645","Fiecare pune bucuros şaua pe iapa vecinului."
"2646","Fiecare sac îşi găseşte petecul."
"2647","Fierul neîntrebuinţat rugineşte."
"2648","Fierul rău, de ce-l baţi, de ce crapă mai rău."
"2649","Firele când se încurcă, anevoie se descurcă."
"2650","Focul acoperit arde înăbuşit."
"2651","Focul în pădure din scânteie mică s-aprinde."
"2652","Frânele de aur nu fac calul mai bun."
"2653","Gardul cu poprele cade pe vânturi grele."
"2654","Gardul rău învaţă vita vicleană."
"2655","Halal de marfă, dar păcat de parale."
"2656","Hambarul gol nu are şoareci."
"2657","Hârbului gol toţi îi dau cu piciorul."
"2658","Hârtia multe rabdă."
"2659","Hora nu ţine tot balul, mai sunt şi alte jocuri."
"2660","Îi pare gardu' pârlează."
"2661","Îl bagă sub pat şi-l pune să cânte cocoşeşte."
"2662","În coşul gol nu-şi fac cuib şoarecii."
"2663","Încotro-i acul, într-acolo-i şi aţa."
"2664","În dorul scrobului lingi coada tigăii."
"2665","În oala acoperită nimeni nu ştie ce fierbe."
"2666","Între doi saci goi alegi pe cel cu paie."
"2667","Lâna cea bună prin spini rămâne."
"2668","Lesne-i a face cârlig, dar să ai ce agăţa de el."
"2669","Lingura mare strică gura, dar drege faţa."
"2670","Lopata grămădeşte şi sapa risipeşte."
"2671","Lumânarea se aprinde pentru cei ce văd, nu pentru cei orbi."
"2672","Mai bine să-ţi spargi papucii decât să-i ţii înveliţi."
"2673","Mai mare daraua decât ocaua."
"2674","Marfa gată bani aşteaptă."
"2675","Mătura veche ajunge la grajd."
"2676","Mergi pe cărare lină şi dai drept în tină."
"2677","Nodul uşor se face, dar greu se desface."
"2678","Nu e bună coada care a mai slujit la un topor."
"2679","Nu e câştig fără pagubă."
"2680","Nu e mai grea boală decât punga goală."
"2681","Nu e vin fără drojdie."
"2682","Nu face pielea cât dubala."
"2683","Nu poţi ascunde sula-n sac."
"2684","Nu sună banul când e unul singur în pungă."
"2685","Oala şi ţucalul tot dintr-un lut amândouă."
"2686","O nucă singură nu sună în sac."
"2687","Osia neunsă scârţâie."
"2688","Oţetul tare îşi sparge singur vasul."
"2689","Papucii de lac mănâncă păpuşoii din sâiac."
"2690","Pădurea de coada toporului moare."
"2691","Pe cărarea bătută nu creşte iarbă."
"2692","Pentru bani îşi vinde sufletul."
"2693","Pe unde tăiam lemne, acum adunăm surcele."
"2694","Pilda rea strică obiceiurile cele bune."
"2695","Plosca nu se caută pe dinafară."
"2696","Printr-o crăpătură mică străbate apa în corabia cea mare."
"2697","Punga mică tot în cea mare ajunge."
"2698","Punga-n care banii nu sună nici de petice nu-i bună."
"2699","Râde cofa de căldare, dar ea întâi se prăvale."
"2700","Râde oala de ceaun, dar singură-i neagră împrejur."
"2701","Rufele murdare se spală acasă."
"2702","Sabia de aur taie mai tare decât cea de fier."
"2703","Sacul cu două guri nu-l poţi umple."
"2704","Sacul gol nu stă în picioare."
"2705","Sacul plin în curând se varsă."
"2706","Sarea nu e bună în toate bucatele."
"2707","S-a strâns funia de par."
"2708","Se laudă oala că va sparge căldarea."
"2709","Se mărită casa cu via."
"2710","Se-nveleşte cu ipingeaua şi se scarpină cu surceaua."
"2711","Sita cât e nouă stă în cui; la urmă umblă şi pe sub pat."
"2712","Şi-a nimerit coasa gresia."
"2713","Şi coada securii face rău pădurii."
"2714","Şi la cuptorul mic se face foc mare."
"2715","Toporul fără coadă nu taie."
"2716","Tot cuiul îşi află gaura lui."
"2717","Tot două oale-mi fierb: una seacă şi alta goală."
"2718","Tot sacul îşi găseşte petecul."
"2719","Trei corăbii încărcate n-aşteaptă pe una deşartă."
"2720","Unde se grămădesc banii, vin şi grijile."
"2721","Vasul deşert mai multă gălăgie face."
"2722","Vasul gol cântă a foame."
"2723","Vasul plin se cearcă des."
"2724","Vasului gol toţi îi dau cu piciorul."
"2725","Voind să poarte cercei mai buni, îşi pierde urechile."
"2726","Acela strigă, căruia îi arde casa."
"2727","Ca acasă la tine nu-i nicăieri bine."
"2728","Casa lor este cu uşa prin pod şi cu ferestrele pe sub pat."
"2729","Casa nemăturată oaspeţi aşteaptă."
"2730","Ce-i afară e şi în cămară."
"2731","Ce ştie satul, nu ştie bărbatul."
"2732","De când lumea şi pământul, pe cuptor nu bate vântul."
"2733","În casa unde există înţelegere şi dragoste, chiar cele ce lipsesc prisosesc."
"2734","În vatra ta şi cenuşa arde."
"2735","La satul ce se vede, călăuză nu trebuie."
"2736","La toată casa bate coasa, numai la mine n-are cine."
"2737","Nici acasă n-am de coasă."
"2738","Nimenea nu întreabă de casa frumosului, ci de casa vrednicului."
"2739","Nu mai scârţâie uşa degeaba."
"2740","Om cinstit în casa goală."
"2741","Pe-afară pereţi-s noi, în casă nu poţi intra de gunoi."
"2742","Primiţi-mă în casă, până ce veţi găsi dumneavoastră alta."
"2743","S-au aprins paiele de pe casă şi lui nici nu-i pasă."
"2744","Uliţa te face fără casă."
"2745","Un bordei să ai, numai să fie al tău."
"2746","Unde iese fum, găseşti şi mâncare, şi foc pentru lulea."
"2747","Uşa deschisă pe oricine primeşte."
"2748","Vai de casa cu mulţi stăpâni."
"2749","Vai de casa omului, când dracul îşi vâră coada."
"2750","Vai de casa unde cotcodăcesc găinile şi cocoşul tace."
"2751","Vara toată tufa dă sălaş."
"2752","Acul îmbracă casa."
"2753","E îmbrăcat ca o păpuşă."
"2754","E împodobită ca o floare."
"2755","A rămas badea fără suman, că l-a dat pe suliman."
"2756","Umblă rupt ca croitorul şi desculţ ca ciubotarul."
"2757","Cămaşa bărbatului e cinstea femeii."
"2758","Cel dezbrăcat e gata să dea zece ierni pe o vară."
"2759","Cine hainele şi le păstrează, le are pe jumătate."
"2760","Cine mănâncă sămânţa de cânepă, îşi mănâncă cămaşa."
"2761","Cine nu cârpeşte spărtura mică, are necaz să dreagă borta mare."
"2762","Cine-şi ţine hainele ne-mbrăcate, ale lui sunt numai pe jumătate."
"2763","Cine umblă cârpindu-se, mai rău se rupe."
"2764","Cu tortul se ţine portul."
"2765","Cu ciubotele dintr-o vacă şi cu tălpile din alta."
"2766","Cum ai da, e tot cu ruptura la călcâi."
"2767","Dacă n-ai papuci, sunt bune şi opincile."
"2768","Despuiatului mănuşi îi lipsesc."
"2769","După coajă se vede pomul, după haină se cunoaşte omul."
"2770","După ploaie nu mai trebuie căciulă."
"2771","Fie-opinca cât de bună, ca ciubota nu mai sună."
"2772","E gata ca o cămaşă de soacră."
"2773","Gol de haine, puturos, aşa-i omul cel lenos."
"2774","Goliciunea înconjură, dar foamea dă de-a dreptul."
"2775","Goliciunea te vâră în casă, dar foamea te scoate."
"2776","Haina deschide uşa, dar banul vorbeşte."
"2777","Haina străină nu încălzeşte."
"2778","Hainele împrumutate nu ţin de cald."
"2779","Hainele nu fac pe om mai de treabă."
"2780","Hainele proaspete nu se boţesc de dimineaţă."
"2781","Haine scumpe pe spinare bagă omu-n lipsă mare."
"2782","Îmbrăcat subţire şi tremură gros."
"2783","Mai bine un suman periat şi cârpit decât un beniş zdrenţuros şi tăvălit."
"2784","Mai mult aţă decât faţă."
"2785","Mâna mânecă singură-şi coase, toporul coadă singur îşi face."
"2786","Nu da cămaşa pentru altu', ca tu să rămâi în pielea goală."
"2787","Nu după sucman trebuie judecat omul."
"2788","Nu face omul cât haina."
"2789","Nu se caută haina, ci cel din haină."
"2790","Nu te uita ce-i pe cap, da' ce-i în cap."
